RegionID,SizeRank,RegionName,RegionType,StateName,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21
394508,831,"Crescent City, CA",Msa,CA,259334,259734,260369,261250,261793,262528,263414,265053,266752,267690,267891,267871,268410,268716,269194,269469,269510,269631,269975,271082,268382,266382,264847,267231,269698,272966,275508,277310,279190,282120,285724,288209,
394921,832,"North Vernon, IN",Msa,IN,128010,128778,129529,130169,130841,131417,131884,132274,132657,133181,133768,134347,134857,135158,135402,135714,136181,136487,136700,136931,137432,138062,139411,140730,142031,143201,144488,145666,146098,146409,146482,146995,
394673,833,"Hays, KS",Msa,KS,160318,160585,160821,161247,161497,161758,161946,161845,161692,161912,162110,162692,162904,163414,163725,164144,164589,165061,165456,166040,166140,165894,165803,166064,166686,167394,168242,169034,169610,170340,171295,172267,
394601,834,"Forrest City, AR",Msa,AR,73665,73894,74171,74447,74687,74748,74759,74804,75022,75143,75006,74891,74888,75495,75867,76190,75964,75980,75978,76057,76614,77301,78501,78072,77461,76914,77398,77960,78057,78254,78423,78704,80270
394606,835,"Fort Morgan, CO",Msa,CO,215842,216979,218163,219588,221018,222356,223444,224662,226012,227434,227754,227724,227448,228076,228850,229930,230758,231622,232399,233172,233926,234721,236249,238016,239793,241802,243940,246162,248849,251406,254135,256045,
394864,836,"Mineral Wells, TX",Msa,TX,148156,148668,149278,149843,150487,151129,151832,152666,153478,154121,154660,155008,155454,155327,155318,155157,155405,155552,155908,156166,156664,157201,159182,161278,163226,164751,166140,167616,169249,170918,172718,173652,
753871,837,"Breckenridge, CO",Msa,CO,773694,777259,782727,787353,791812,793905,796820,795800,793985,794422,795345,800032,801283,801372,800788,801506,808673,813024,816481,819232,825301,833234,839586,847998,858125,873658,892416,915354,947938,986803,1029153,1054470,1078816
394364,838,"Bastrop, LA",Msa,LA,65880,66095,66322,66505,66648,66828,67055,67205,67289,67423,67394,67324,67330,67599,68001,68312,68387,68308,68253,68097,68081,68076,68377,68421,68504,68621,68889,69186,68972,68732,68339,68325,69004
394356,839,"Bainbridge, GA",Msa,GA,124372,124920,125584,126024,126428,126919,127455,128031,128454,129053,129004,128884,128655,129136,129586,130133,130443,130813,131094,131217,132917,135015,138044,139461,140665,141467,142376,143171,144450,145577,146821,147425,
395214,840,"Wauchula, FL",Msa,FL,122890,123011,123401,123449,123464,123525,123903,124422,124947,125466,126157,126697,127212,127081,126889,127137,127840,128647,129125,129354,129692,130233,131189,132089,132764,133955,135208,136457,137925,139165,140594,141470,
